date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2005-04-01,0,0,False,0.0,0.0
2005-04-02,0,0,False,0.0,0.0
2005-04-03,0,0,False,0.0,0.0
2005-04-04,0,0,False,0.0,0.0
2005-04-05,0,0,False,0.0,0.0
2005-04-06,0,0,False,0.0,0.0
2005-04-07,0,0,False,0.0,0.0
2005-04-08,0,0,False,0.0,0.0
2005-04-09,0,0,False,0.0,0.0
2005-04-10,52,52,False,0.52,27.04
2005-04-11,0,0,False,0.0,0.0
2005-04-12,0,0,False,0.0,0.0
2005-04-13,0,0,False,0.0,0.0
2005-04-14,0,0,False,0.0,0.0
2005-04-15,17,17,False,0.17,2.89
2005-04-16,0,0,False,0.0,0.0
2005-04-17,0,0,False,0.0,0.0
2005-04-18,12,12,False,0.12,1.44
2005-04-19,0,0,False,0.0,0.0
2005-04-20,14,14,False,0.14,1.9600000000000002
2005-04-21,0,0,False,0.0,0.0
2005-04-22,0,0,False,0.0,0.0
2005-04-23,0,0,False,0.0,0.0
2005-04-24,100,100,False,1.0,100.0
2005-04-25,0,0,False,0.0,0.0
2005-04-26,0,0,False,0.0,0.0
2005-04-27,0,0,False,0.0,0.0
2005-04-28,0,0,False,0.0,0.0
2005-04-29,0,0,False,0.0,0.0
2005-04-30,0,0,False,0.0,0.0
